snp-dists 0.6.3	GCA_0101358351	GCA_0101378951	GCA_0101429751	GCA_0101430351	GCA_0101430551	GCA_0101430751	GCA_0101430851	GCA_0101430951	GCA_0101431051	GCA_0101431551	GCA_0101431751	GCA_0101431851	GCA_0101431951	GCA_0101433051	GCA_0101435951	GCA_0101436651	GCA_0101437451	GCA_0101439151	GCA_0101441051	GCA_0101443251	GCA_0101445551	GCA_0101446351	GCA_0101451451	GCA_0101616951	GCA_0101617351	GCA_0101618651	GCA_0101620151	GCA_0101623851	GCA_0101625351	GCA_0101626851	GCA_0101629251	GCA_0101693951	GCA_0101694951	GCA_0101710151	GCA_0101710251	GCA_0101710951	GCA_0101713551	GCA_0101713651	GCA_0101714151	GCA_0101715251	GCA_0101715651	GCA_0101716851	GCA_0101718951	GCA_0101720751	GCA_0101721751	GCA_0101721951	GCA_0101722551	GCA_0101723251	GCA_0101723951	GCA_0101724451	GCA_0101724551	GCA_0101724951	GCA_0101726651	Reference	abfrh	abkuz	abkvm	abkwr	abkxb	acvbk	acvce	acvcn	acvco	acvcp	acvcq	acvcr	acvcu	acvcv	acvcw	acvcx	acvdp	acvdq	acvdr	acvds	acvdt	acvdu	acvdv	acvdw	acvdx	acveg	acvek	acvel	acvem	acvep	acveq	acver	acvev	acvew	acvez	acvgi	acvgl	acvgu	acvgw	acvgz	acvha	acvhb	adptn	adpty	adptz	adpug	adpul	adpum	adpvc	adpvf	adpvg	adpvi	adpvj	adpvl	adpvm	adpvo	adpvp	adpvq	adpvz	adpwe	adpwh	adpwj	adpwm	adpwn	adpwo	adpwp	adpwq	adpws	adpwt	adpwu	adpww	adpwx	adpyl	adpym	adpyn	adpyo	adpyp	adpyq	adpyr	adpys	adpzn	adpzo	adpzp	adpzq	adpzr	adpzs	adpzt	adpzu	adpzv	adpzw	adpzx	adpzy	adpzz	adqbt	adqbu	adqbv	adqbw	adqbx	adqby	adqcp	adqcq	adqcu	adqcv	adqcw	adqcx	adqcy	adqcz	adqda	adqdb	adqdh	adqdi	adqdj	adqdk	adqdl	adqdm	adqdn	adqdo	adqdp	adqdq	adqdr	adqds	adqdt	adqdu	adqdv	adqdw	adqdy	adqer	adqes	adqet	adqeu	adqev	adqew	adqex	adqey	adqez	adqfa	adqfb	adqfc	adqfd	adqfe	adqff	adqfg	adqfh	adqfi	adqib	adqic	adqid	adqie	adqif	adqig	adqih	adqii	adtqb	adtqc	adtqd	adtqe	adtqf	adtqg	adtqi	adtqj	adtqk	adtql	adtqm	adtqn	adtqo	adtqp	adtqq	adtqr	adtqs	adtqt	adtqw	adtqx	adtqy	adtqz	adtra	adtrb	adtrj	adtrk	adtrl	adtrm	adtrn	adtro	adtrp	adtrq	adtrr	adtrs	adtrt	adtru	adtrv	adtrw	adtrx	adtry	adtrz	adtsa	adtsb	adtsc	adtsd	adtsg	adtsh	adtsi	adtsk	adtsl	adtsm	adtsn	adtso	adtss	adtsu	adtsv	adtsw	adtsx	adtsy
adpzw	642	798	640	639	638	640	642	639	638	639	640	641	638	639	640	641	639	642	639	639	640	640	638	639	641	641	639	638	639	639	639	640	641	639	637	639	638	642	639	643	640	639	641	645	639	639	637	639	639	639	642	638	637	94	81	81	73	91	91	10	81	81	81	81	81	81	81	81	82	81	91	90	90	91	90	90	90	110	91	91	90	91	91	10	12	10	10	12	10	2	3	2	2	93	90	92	117	119	117	124	120	119	3	91	91	91	91	4	5	1	8	9	124	124	91	91	92	92	91	91	92	91	91	91	92	91	3	4	4	3	3	4	1	4	3	3	2	4	3	2	3	4	3	0	1	3	4	91	91	91	91	90	90	91	90	9	5	9	9	2	8	4	1	15	16	17	15	14	14	15	15	15	15	15	15	15	17	17	14	15	17	17	15	15	17	17	15	16	16	15	14	17	17	15	15	14	14	14	108	108	108	107	104	108	108	104	104	105	104	109	107	108	107	107	105	104	105	107	105	106	106	105	109	109	104	104	105	104	104	107	125	126	125	125	126	126	126	127	125	127	126	126	125	125	126	126	126	127	126	140	141	140	141	140	140	141	141	140	140	141	141	140	140	17	14
adpzx	643	799	641	640	639	641	643	640	639	640	641	642	639	640	641	642	640	643	640	640	641	641	639	640	642	642	640	639	640	640	640	641	642	640	638	640	639	643	640	644	641	640	642	646	640	640	638	640	640	640	643	639	638	95	82	82	74	92	92	9	82	82	82	82	82	82	82	82	83	82	92	91	91	92	91	91	91	111	92	92	91	92	92	9	11	9	9	13	9	3	2	3	1	94	91	93	118	120	118	125	121	120	2	92	92	92	92	3	4	2	9	10	125	125	92	92	93	93	92	92	93	92	92	92	93	92	4	3	3	4	4	3	2	3	4	4	1	3	4	3	4	3	2	1	0	4	3	92	92	92	92	91	91	92	91	8	4	8	8	1	9	3	2	14	17	16	14	15	15	14	14	14	14	14	14	16	16	16	15	14	16	16	14	14	16	16	14	15	15	14	15	16	16	16	14	15	15	15	109	109	109	108	105	109	109	105	105	106	105	110	108	109	108	108	106	105	106	108	106	107	107	106	110	110	105	105	106	105	105	108	126	127	126	126	127	127	127	128	126	128	127	127	126	126	127	127	127	128	127	141	142	141	142	141	141	142	142	141	141	142	142	141	141	16	15
adpzy	643	799	641	640	639	641	643	640	639	640	641	642	639	640	641	642	640	643	640	640	641	641	639	640	642	642	640	639	640	640	640	641	642	640	638	640	639	643	640	644	641	640	642	646	640	640	638	640	640	640	643	639	638	95	82	82	74	92	92	11	82	82	82	82	82	82	82	82	83	82	92	91	91	92	91	91	91	111	92	92	91	92	92	11	13	11	11	13	11	5	6	5	5	94	91	93	118	120	118	125	121	120	4	92	92	92	92	1	6	2	9	10	125	125	92	92	93	93	92	92	93	92	92	92	93	92	0	1	5	0	0	1	4	5	0	0	5	1	0	1	4	1	2	3	4	0	1	92	92	92	92	91	91	92	91	10	6	10	10	3	9	5	2	16	17	18	16	15	15	16	16	16	16	16	16	16	18	18	15	16	18	18	16	16	18	18	16	17	17	16	15	18	18	16	16	15	15	15	109	109	109	108	105	109	109	105	105	106	105	110	108	109	108	108	106	105	106	108	106	107	107	106	110	110	105	105	106	105	105	108	126	127	126	126	127	127	127	128	126	128	127	127	126	126	127	127	127	128	127	141	142	141	142	141	141	142	142	141	141	142	142	141	141	18	15
adpzz	644	800	642	641	640	642	644	641	640	641	642	643	640	641	642	643	641	644	641	641	642	642	640	641	643	643	641	640	641	641	641	642	643	641	639	641	640	644	641	645	642	641	643	647	641	641	639	641	641	641	644	640	639	96	83	83	75	93	93	10	83	83	83	83	83	83	83	83	84	83	93	92	92	93	92	92	92	112	93	93	92	93	93	10	12	10	10	14	10	6	5	6	4	95	92	94	119	121	119	126	122	121	3	93	93	93	93	0	5	3	10	11	126	126	93	93	94	94	93	93	94	93	93	93	94	93	1	0	4	1	1	0	5	4	1	1	4	0	1	2	5	0	1	4	3	1	0	93	93	93	93	92	92	93	92	9	5	9	9	2	10	4	3	15	18	17	15	16	16	15	15	15	15	15	15	17	17	17	16	15	17	17	15	15	17	17	15	16	16	15	16	17	17	17	15	16	16	16	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	127	128	127	127	128	128	128	129	127	129	128	128	127	127	128	128	128	129	128	142	143	142	143	142	142	143	143	142	142	143	143	142	142	17	16
adqbt	639	795	637	636	635	637	639	636	635	636	637	638	635	636	637	638	636	639	636	636	637	637	635	636	638	638	636	635	636	636	636	637	638	636	634	636	635	639	636	640	637	636	638	642	636	636	634	636	636	636	639	635	634	91	72	72	64	0	2	93	72	72	72	72	72	72	72	72	73	72	0	1	1	0	1	1	1	107	2	0	1	2	2	93	95	93	93	95	93	93	94	93	93	4	1	1	116	118	116	121	119	118	92	88	88	88	88	93	94	90	91	92	121	121	88	88	89	89	88	88	89	88	88	88	89	88	92	93	93	92	92	93	92	93	92	92	93	93	92	91	92	93	92	91	92	92	93	0	0	2	2	1	1	0	1	92	94	92	92	91	91	93	90	98	99	100	98	97	97	98	98	98	98	98	98	98	100	100	97	98	100	100	98	98	100	100	98	99	99	98	97	100	100	98	98	97	97	97	111	111	111	110	107	111	111	107	107	108	107	112	110	111	110	110	108	107	108	110	108	109	109	108	112	112	107	107	108	107	107	110	122	123	122	122	123	123	123	124	122	124	123	123	122	122	123	123	123	124	123	137	138	137	138	137	137	138	138	137	137	138	138	137	137	100	97
adqbu	639	795	637	636	635	637	639	636	635	636	637	638	635	636	637	638	636	639	636	636	637	637	635	636	638	638	636	635	636	636	636	637	638	636	634	636	635	639	636	640	637	636	638	642	636	636	634	636	636	636	639	635	634	91	72	72	64	0	2	93	72	72	72	72	72	72	72	72	73	72	0	1	1	0	1	1	1	107	2	0	1	2	2	93	95	93	93	95	93	93	94	93	93	4	1	1	116	118	116	121	119	118	92	88	88	88	88	93	94	90	91	92	121	121	88	88	89	89	88	88	89	88	88	88	89	88	92	93	93	92	92	93	92	93	92	92	93	93	92	91	92	93	92	91	92	92	93	0	0	2	2	1	1	0	1	92	94	92	92	91	91	93	90	98	99	100	98	97	97	98	98	98	98	98	98	98	100	100	97	98	100	100	98	98	100	100	98	99	99	98	97	100	100	98	98	97	97	97	111	111	111	110	107	111	111	107	107	108	107	112	110	111	110	110	108	107	108	110	108	109	109	108	112	112	107	107	108	107	107	110	122	123	122	122	123	123	123	124	122	124	123	123	122	122	123	123	123	124	123	137	138	137	138	137	137	138	138	137	137	138	138	137	137	100	97
adqbv	639	795	637	636	635	637	639	636	635	636	637	638	635	636	637	638	636	639	636	636	637	637	635	636	638	638	636	635	636	636	636	637	638	636	634	636	635	639	636	640	637	636	638	642	636	636	634	636	636	636	639	635	634	91	72	72	64	2	2	93	72	72	72	72	72	72	72	72	73	72	2	1	1	2	1	1	1	107	2	2	1	2	2	93	95	93	93	95	93	93	94	93	93	4	1	3	116	118	116	121	119	118	92	88	88	88	88	93	94	90	91	92	121	121	88	88	89	89	88	88	89	88	88	88	89	88	92	93	93	92	92	93	92	93	92	92	93	93	92	91	92	93	92	91	92	92	93	2	2	0	2	1	1	2	1	92	94	92	92	91	91	93	90	98	99	100	98	97	97	98	98	98	98	98	98	98	100	100	97	98	100	100	98	98	100	100	98	99	99	98	97	100	100	98	98	97	97	97	111	111	111	110	107	111	111	107	107	108	107	112	110	111	110	110	108	107	108	110	108	109	109	108	112	112	107	107	108	107	107	110	122	123	122	122	123	123	123	124	122	124	123	123	122	122	123	123	123	124	123	137	138	137	138	137	137	138	138	137	137	138	138	137	137	100	97
adqbw	639	795	637	636	635	637	639	636	635	636	637	638	635	636	637	638	636	639	636	636	637	637	635	636	638	638	636	635	636	636	636	637	638	636	634	636	635	639	636	640	637	636	638	642	636	636	634	636	636	636	639	635	634	91	72	72	64	2	2	93	72	72	72	72	72	72	72	72	73	72	2	1	1	2	1	1	1	107	2	2	1	2	2	93	95	93	93	95	93	93	94	93	93	4	1	3	116	118	116	121	119	118	92	88	88	88	88	93	94	90	91	92	121	121	88	88	89	89	88	88	89	88	88	88	89	88	92	93	93	92	92	93	92	93	92	92	93	93	92	91	92	93	92	91	92	92	93	2	2	2	0	1	1	2	1	92	94	92	92	91	91	93	90	98	99	100	98	97	97	98	98	98	98	98	98	98	100	100	97	98	100	100	98	98	100	100	98	99	99	98	97	100	100	98	98	97	97	97	111	111	111	110	107	111	111	107	107	108	107	112	110	111	110	110	108	107	108	110	108	109	109	108	112	112	107	107	108	107	107	110	122	123	122	122	123	123	123	124	122	124	123	123	122	122	123	123	123	124	123	137	138	137	138	137	137	138	138	137	137	138	138	137	137	100	97
adqbx	638	794	636	635	634	636	638	635	634	635	636	637	634	635	636	637	635	638	635	635	636	636	634	635	637	637	635	634	635	635	635	636	637	635	633	635	634	638	635	639	636	635	637	641	635	635	633	635	635	635	638	634	633	90	71	71	63	1	1	92	71	71	71	71	71	71	71	71	72	71	1	0	0	1	0	0	0	106	1	1	0	1	1	92	94	92	92	94	92	92	93	92	92	3	0	2	115	117	115	120	118	117	91	87	87	87	87	92	93	89	90	91	120	120	87	87	88	88	87	87	88	87	87	87	88	87	91	92	92	91	91	92	91	92	91	91	92	92	91	90	91	92	91	90	91	91	92	1	1	1	1	0	0	1	0	91	93	91	91	90	90	92	89	97	98	99	97	96	96	97	97	97	97	97	97	97	99	99	96	97	99	99	97	97	99	99	97	98	98	97	96	99	99	97	97	96	96	96	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	121	122	121	121	122	122	122	123	121	123	122	122	121	121	122	122	122	123	122	136	137	136	137	136	136	137	137	136	136	137	137	136	136	99	96
adqby	638	794	636	635	634	636	638	635	634	635	636	637	634	635	636	637	635	638	635	635	636	636	634	635	637	637	635	634	635	635	635	636	637	635	633	635	634	638	635	639	636	635	637	641	635	635	633	635	635	635	638	634	633	90	71	71	63	1	1	92	71	71	71	71	71	71	71	71	72	71	1	0	0	1	0	0	0	106	1	1	0	1	1	92	94	92	92	94	92	92	93	92	92	3	0	2	115	117	115	120	118	117	91	87	87	87	87	92	93	89	90	91	120	120	87	87	88	88	87	87	88	87	87	87	88	87	91	92	92	91	91	92	91	92	91	91	92	92	91	90	91	92	91	90	91	91	92	1	1	1	1	0	0	1	0	91	93	91	91	90	90	92	89	97	98	99	97	96	96	97	97	97	97	97	97	97	99	99	96	97	99	99	97	97	99	99	97	98	98	97	96	99	99	97	97	96	96	96	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	121	122	121	121	122	122	122	123	121	123	122	122	121	121	122	122	122	123	122	136	137	136	137	136	136	137	137	136	136	137	137	136	136	99	96
adqcp	639	795	637	636	635	637	639	636	635	636	637	638	635	636	637	638	636	639	636	636	637	637	635	636	638	638	636	635	636	636	636	637	638	636	634	636	635	639	636	640	637	636	638	642	636	636	634	636	636	636	639	635	634	91	72	72	64	0	2	93	72	72	72	72	72	72	72	72	73	72	0	1	1	0	1	1	1	107	2	0	1	2	2	93	95	93	93	95	93	93	94	93	93	4	1	1	116	118	116	121	119	118	92	88	88	88	88	93	94	90	91	92	121	121	88	88	89	89	88	88	89	88	88	88	89	88	92	93	93	92	92	93	92	93	92	92	93	93	92	91	92	93	92	91	92	92	93	0	0	2	2	1	1	0	1	92	94	92	92	91	91	93	90	98	99	100	98	97	97	98	98	98	98	98	98	98	100	100	97	98	100	100	98	98	100	100	98	99	99	98	97	100	100	98	98	97	97	97	111	111	111	110	107	111	111	107	107	108	107	112	110	111	110	110	108	107	108	110	108	109	109	108	112	112	107	107	108	107	107	110	122	123	122	122	123	123	123	124	122	124	123	123	122	122	123	123	123	124	123	137	138	137	138	137	137	138	138	137	137	138	138	137	137	100	97
adqcq	638	794	636	635	634	636	638	635	634	635	636	637	634	635	636	637	635	638	635	635	636	636	634	635	637	637	635	634	635	635	635	636	637	635	633	635	634	638	635	639	636	635	637	641	635	635	633	635	635	635	638	634	633	90	71	71	63	1	1	92	71	71	71	71	71	71	71	71	72	71	1	0	0	1	0	0	0	106	1	1	0	1	1	92	94	92	92	94	92	92	93	92	92	3	0	2	115	117	115	120	118	117	91	87	87	87	87	92	93	89	90	91	120	120	87	87	88	88	87	87	88	87	87	87	88	87	91	92	92	91	91	92	91	92	91	91	92	92	91	90	91	92	91	90	91	91	92	1	1	1	1	0	0	1	0	91	93	91	91	90	90	92	89	97	98	99	97	96	96	97	97	97	97	97	97	97	99	99	96	97	99	99	97	97	99	99	97	98	98	97	96	99	99	97	97	96	96	96	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	121	122	121	121	122	122	122	123	121	123	122	122	121	121	122	122	122	123	122	136	137	136	137	136	136	137	137	136	136	137	137	136	136	99	96
adqcu	643	799	641	640	639	641	643	640	639	640	641	642	639	640	641	642	640	643	640	640	641	641	639	640	642	642	640	639	640	640	640	641	642	640	638	640	639	643	640	644	641	640	642	646	640	640	638	640	640	640	643	639	638	95	82	82	74	92	92	9	82	82	82	82	82	82	82	82	83	82	92	91	91	92	91	91	91	111	92	92	91	92	92	9	11	9	9	13	9	11	10	11	9	94	91	93	118	120	118	125	121	120	8	92	92	92	92	9	10	8	1	6	125	125	92	92	93	93	92	92	93	92	92	92	93	92	10	9	9	10	10	9	10	9	10	10	9	9	10	9	10	9	8	9	8	10	9	92	92	92	92	91	91	92	91	0	10	0	0	7	1	9	8	14	17	16	14	15	15	14	14	14	14	14	14	16	16	16	15	14	16	16	14	14	16	16	14	15	15	14	15	16	16	16	14	15	15	15	109	109	109	108	105	109	109	105	105	106	105	110	108	109	108	108	106	105	106	108	106	107	107	106	110	110	105	105	106	105	105	108	126	127	126	126	127	127	127	128	126	128	127	127	126	126	127	127	127	128	127	141	142	141	142	141	141	142	142	141	141	142	142	141	141	16	15
adqcv	645	801	643	642	641	643	645	642	641	642	643	644	641	642	643	644	642	645	642	642	643	643	641	642	644	644	642	641	642	642	642	643	644	642	640	642	641	645	642	646	643	642	644	648	642	642	640	642	642	642	645	641	640	97	84	84	76	94	94	11	84	84	84	84	84	84	84	84	85	84	94	93	93	94	93	93	93	113	94	94	93	94	94	11	13	11	11	15	11	7	6	7	5	96	93	95	120	122	120	127	123	122	4	94	94	94	94	5	2	4	11	12	127	127	94	94	95	95	94	94	95	94	94	94	95	94	6	5	1	6	6	5	6	1	6	6	5	5	6	5	2	5	4	5	4	6	5	94	94	94	94	93	93	94	93	10	0	10	10	3	11	1	4	16	19	18	16	17	17	16	16	16	16	16	16	18	18	18	17	16	18	18	16	16	18	18	16	17	17	16	17	18	18	18	16	17	17	17	111	111	111	110	107	111	111	107	107	108	107	112	110	111	110	110	108	107	108	110	108	109	109	108	112	112	107	107	108	107	107	110	128	129	128	128	129	129	129	130	128	130	129	129	128	128	129	129	129	130	129	143	144	143	144	143	143	144	144	143	143	144	144	143	143	18	17
adqcw	643	799	641	640	639	641	643	640	639	640	641	642	639	640	641	642	640	643	640	640	641	641	639	640	642	642	640	639	640	640	640	641	642	640	638	640	639	643	640	644	641	640	642	646	640	640	638	640	640	640	643	639	638	95	82	82	74	92	92	9	82	82	82	82	82	82	82	82	83	82	92	91	91	92	91	91	91	111	92	92	91	92	92	9	11	9	9	13	9	11	10	11	9	94	91	93	118	120	118	125	121	120	8	92	92	92	92	9	10	8	1	6	125	125	92	92	93	93	92	92	93	92	92	92	93	92	10	9	9	10	10	9	10	9	10	10	9	9	10	9	10	9	8	9	8	10	9	92	92	92	92	91	91	92	91	0	10	0	0	7	1	9	8	14	17	16	14	15	15	14	14	14	14	14	14	16	16	16	15	14	16	16	14	14	16	16	14	15	15	14	15	16	16	16	14	15	15	15	109	109	109	108	105	109	109	105	105	106	105	110	108	109	108	108	106	105	106	108	106	107	107	106	110	110	105	105	106	105	105	108	126	127	126	126	127	127	127	128	126	128	127	127	126	126	127	127	127	128	127	141	142	141	142	141	141	142	142	141	141	142	142	141	141	16	15
adqcx	643	799	641	640	639	641	643	640	639	640	641	642	639	640	641	642	640	643	640	640	641	641	639	640	642	642	640	639	640	640	640	641	642	640	638	640	639	643	640	644	641	640	642	646	640	640	638	640	640	640	643	639	638	95	82	82	74	92	92	9	82	82	82	82	82	82	82	82	83	82	92	91	91	92	91	91	91	111	92	92	91	92	92	9	11	9	9	13	9	11	10	11	9	94	91	93	118	120	118	125	121	120	8	92	92	92	92	9	10	8	1	6	125	125	92	92	93	93	92	92	93	92	92	92	93	92	10	9	9	10	10	9	10	9	10	10	9	9	10	9	10	9	8	9	8	10	9	92	92	92	92	91	91	92	91	0	10	0	0	7	1	9	8	14	17	16	14	15	15	14	14	14	14	14	14	16	16	16	15	14	16	16	14	14	16	16	14	15	15	14	15	16	16	16	14	15	15	15	109	109	109	108	105	109	109	105	105	106	105	110	108	109	108	108	106	105	106	108	106	107	107	106	110	110	105	105	106	105	105	108	126	127	126	126	127	127	127	128	126	128	127	127	126	126	127	127	127	128	127	141	142	141	142	141	141	142	142	141	141	142	142	141	141	16	15
adqcy	642	798	640	639	638	640	642	639	638	639	640	641	638	639	640	641	639	642	639	639	640	640	638	639	641	641	639	638	639	639	639	640	641	639	637	639	638	642	639	643	640	639	641	645	639	639	637	639	639	639	642	638	637	94	81	81	73	91	91	8	81	81	81	81	81	81	81	81	82	81	91	90	90	91	90	90	90	110	91	91	90	91	91	8	10	8	8	12	8	4	3	4	2	93	90	92	117	119	117	124	120	119	1	91	91	91	91	2	3	1	8	9	124	124	91	91	92	92	91	91	92	91	91	91	92	91	3	2	2	3	3	2	3	2	3	3	2	2	3	2	3	2	1	2	1	3	2	91	91	91	91	90	90	91	90	7	3	7	7	0	8	2	1	13	16	15	13	14	14	13	13	13	13	13	13	15	15	15	14	13	15	15	13	13	15	15	13	14	14	13	14	15	15	15	13	14	14	14	108	108	108	107	104	108	108	104	104	105	104	109	107	108	107	107	105	104	105	107	105	106	106	105	109	109	104	104	105	104	104	107	125	126	125	125	126	126	126	127	125	127	126	126	125	125	126	126	126	127	126	140	141	140	141	140	140	141	141	140	140	141	141	140	140	15	14
adqcz	642	798	640	639	638	640	642	639	638	639	640	641	638	639	640	641	639	642	639	639	640	640	638	639	641	641	639	638	639	639	639	640	641	639	637	639	638	642	639	643	640	639	641	645	639	639	637	639	639	639	642	638	637	94	81	81	73	91	91	10	81	81	81	81	81	81	81	81	82	81	91	90	90	91	90	90	90	110	91	91	90	91	91	10	12	10	10	12	10	10	11	10	10	93	90	92	117	119	117	124	120	119	9	91	91	91	91	10	11	7	0	5	124	124	91	91	92	92	91	91	92	91	91	91	92	91	9	10	10	9	9	10	9	10	9	9	10	10	9	8	9	10	9	8	9	9	10	91	91	91	91	90	90	91	90	1	11	1	1	8	0	10	7	15	16	17	15	14	14	15	15	15	15	15	15	15	17	17	14	15	17	17	15	15	17	17	15	16	16	15	14	17	17	15	15	14	14	14	108	108	108	107	104	108	108	104	104	105	104	109	107	108	107	107	105	104	105	107	105	106	106	105	109	109	104	104	105	104	104	107	125	126	125	125	126	126	126	127	125	127	126	126	125	125	126	126	126	127	126	140	141	140	141	140	140	141	141	140	140	141	141	140	140	17	14
adqda	644	800	642	641	640	642	644	641	640	641	642	643	640	641	642	643	641	644	641	641	642	642	640	641	643	643	641	640	641	641	641	642	643	641	639	641	640	644	641	645	642	641	643	647	641	641	639	641	641	641	644	640	639	96	83	83	75	93	93	10	83	83	83	83	83	83	83	83	84	83	93	92	92	93	92	92	92	112	93	93	92	93	93	10	12	10	10	14	10	6	5	6	4	95	92	94	119	121	119	126	122	121	3	93	93	93	93	4	1	3	10	11	126	126	93	93	94	94	93	93	94	93	93	93	94	93	5	4	0	5	5	4	5	0	5	5	4	4	5	4	1	4	3	4	3	5	4	93	93	93	93	92	92	93	92	9	1	9	9	2	10	0	3	15	18	17	15	16	16	15	15	15	15	15	15	17	17	17	16	15	17	17	15	15	17	17	15	16	16	15	16	17	17	17	15	16	16	16	110	110	110	109	106	110	110	106	106	107	106	111	109	110	109	109	107	106	107	109	107	108	108	107	111	111	106	106	107	106	106	109	127	128	127	127	128	128	128	129	127	129	128	128	127	127	128	128	128	129	128	142	143	142	143	142	142	143	143	142	142	143	143	142	142	17	16
adqdb	641	797	639	638	637	639	641	638	637	638	639	640	637	638	639	640	638	641	638	638	639	639	637	638	640	640	638	637	638	638	638	639	640	638	636	638	637	641	638	642	639	638	640	644	638	638	636	638	638	638	641	637	636	93	80	80	72	90	90	9	80	80	80	80	80	80	80	80	81	80	90	89	89	90	89	89	89	109	90	90	89	90	90	9	11	9	9	11	9	3	4	3	3	92	89	91	116	118	116	123	119	118	2	90	90	90	90	3	4	0	7	8	123	123	90	90	91	91	90	90	91	90	90	90	91	90	2	3	3	2	2	3	2	3	2	2	3	3	2	1	2	3	2	1	2	2	3	90	90	90	90	89	89	90	89	8	4	8	8	1	7	3	0	14	15	16	14	13	13	14	14	14	14	14	14	14	16	16	13	14	16	16	14	14	16	16	14	15	15	14	13	16	16	14	14	13	13	13	107	107	107	106	103	107	107	103	103	104	103	108	106	107	106	106	104	103	104	106	104	105	105	104	108	108	103	103	104	103	103	106	124	125	124	124	125	125	125	126	124	126	125	125	124	124	125	125	125	126	125	139	140	139	140	139	139	140	140	139	139	140	140	139	139	16	13
adqdh	649	805	647	646	645	647	649	646	645	646	647	648	645	646	647	648	646	649	646	646	647	647	645	646	648	648	646	645	646	646	646	647	648	646	644	646	645	649	646	650	647	646	648	652	646	646	644	646	646	646	649	645	644	101	88	88	80	98	98	15	88	88	88	88	88	88	88	88	89	88	98	97	97	98	97	97	97	117	98	98	97	98	98	15	17	15	15	19	15	17	16	17	15	100	97	99	124	126	124	131	127	126	14	98	98	98	98	15	16	14	15	16	131	131	98	98	99	99	98	98	99	98	98	98	99	98	16	15	15	16	16	15	16	15	16	16	15	15	16	15	16	15	14	15	14	16	15	98	98	98	98	97	97	98	97	14	16	14	14	13	15	15	14	0	3	2	0	1	1	0	0	0	0	0	0	2	2	2	1	0	2	2	0	0	2	2	0	1	1	0	1	2	2	2	0	1	1	1	115	115	115	114	111	115	115	111	111	112	111	116	114	115	114	114	112	111	112	114	112	113	113	112	116	116	111	111	112	111	111	114	132	133	132	132	133	133	133	134	132	134	133	133	132	132	133	133	133	134	133	147	148	147	148	147	147	148	148	147	147	148	148	147	147	2	1
adqdi	650	806	648	647	646	648	650	647	646	647	648	649	646	647	648	649	647	650	647	647	648	648	646	647	649	649	647	646	647	647	647	648	649	647	645	647	646	650	647	651	648	647	649	653	647	647	645	647	647	647	650	646	645	102	89	89	81	99	99	18	89	89	89	89	89	89	89	89	90	89	99	98	98	99	98	98	98	118	99	99	98	99	99	18	20	18	18	20	18	18	19	18	18	101	98	100	125	127	125	132	128	127	17	99	99	99	99	18	19	15	16	17	132	132	99	99	100	100	99	99	100	99	99	99	100	99	17	18	18	17	17	18	17	18	17	17	18	18	17	16	17	18	17	16	17	17	18	99	99	99	99	98	98	99	98	17	19	17	17	16	16	18	15	3	0	1	3	2	2	3	3	3	3	3	3	1	5	5	2	3	5	5	3	3	1	1	3	2	2	3	2	1	1	3	3	2	2	2	116	116	116	115	112	116	116	112	112	113	112	117	115	116	115	115	113	112	113	115	113	114	114	113	117	117	112	112	113	112	112	115	133	134	133	133	134	134	134	135	133	135	134	134	133	133	134	134	134	135	134	148	149	148	149	148	148	149	149	148	148	149	149	148	148	1	2
adqdj	651	807	649	648	647	649	651	648	647	648	649	650	647	648	649	650	648	651	648	648	649	649	647	648	650	650	648	647	648	648	648	649	650	648	646	648	647	651	648	652	649	648	650	654	648	648	646	648	648	648	651	647	646	103	90	90	82	100	100	17	90	90	90	90	90	90	90	90	91	90	100	99	99	100	99	99	99	119	100	100	99	100	100	17	19	17	17	21	17	19	18	19	17	102	99	101	126	128	126	133	129	128	16	100	100	100	100	17	18	16	17	18	133	133	100	100	101	101	100	100	101	100	100	100	101	100	18	17	17	18	18	17	18	17	18	18	17	17	18	17	18	17	16	17	16	18	17	100	100	100	100	99	99	100	99	16	18	16	16	15	17	17	16	2	1	0	2	3	3	2	2	2	2	2	2	2	4	4	3	2	4	4	2	2	0	0	2	1	1	2	3	0	0	4	2	3	3	3	117	117	117	116	113	117	117	113	113	114	113	118	116	117	116	116	114	113	114	116	114	115	115	114	118	118	113	113	114	113	113	116	134	135	134	134	135	135	135	136	134	136	135	135	134	134	135	135	135	136	135	149	150	149	150	149	149	150	150	149	149	150	150	149	149	0	3
